City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,pangkalpinang,-2.1333,106.1333,25.45,89,98,1.67,ID,1729464064
286,ar rahad,12.7167,30.65,28.38,24,30,4.16,SD,1729464065
287,cam ranh,11.9214,109.1591,25.98,83,20,1.54,VN,1729464066
288,oum hadjer,13.2954,19.6966,31.19,31,64,1.8,TD,1729464068
289,isangel,-19.55,169.2667,25.06,69,40,1.03,VU,1729464069
290,westport,41.1415,-73.3579,17.96,60,0,2.06,US,1729463916
291,box elder,41.5005,-112.8764,14.99,37,100,3.79,US,1729464071
292,indre arna,60.4247,5.4764,12.12,90,100,4.51,NO,1729464072
293,shimoda,34.6667,138.95,16.24,69,87,7.69,JP,1729464074
294,hobyo,5.3505,48.5268,25.73,90,100,8.65,SO,1729464075
295,lerwick,60.1545,-1.1494,11.63,81,74,14.66,GB,1729464076
296,jijiang,29.2906,106.2542,17.79,94,99,1.14,CN,1729464077
297,dwarka,22.2394,68.9678,28.7,73,2,1.04,IN,1729464078
298,hadibu,12.65,54.0333,26.15,84,32,1.29,YE,1729464079
299,susuman,62.7833,148.1667,-18.16,97,98,0.71,RU,1729464081
300,new norfolk,-42.7826,147.0587,17.06,63,81,1.37,AU,1729464082
301,kodiak,57.79,-152.4072,8.73,49,0,3.09,US,1729464083
302,cabo san lucas,22.8909,-109.9124,30.42,66,100,4.12,MX,1729463928
303,kapa'a,22.0752,-159.319,29.18,74,40,4.63,US,1729464085
304,deori khas,23.4,79.0167,20.53,80,7,1.18,IN,1729464086
305,las guaranas,19.1931,-70.2084,28.2,67,100,3.7,DO,1729464088
306,guercif,34.2257,-3.3536,19.73,49,42,2.62,MA,1729464089
307,rongelap,11.1635,166.8941,28.14,81,70,8.41,MH,1729464090
308,erenhot,43.6475,111.9767,0.97,61,23,10.09,CN,1729464094
309,senanga,-16.1167,23.2667,27.8,28,76,1.55,ZM,1729464095
310,korla,41.7597,86.1469,7.95,38,3,0.45,CN,1729464096
311,dinguiraye,11.3,-10.7167,22.2,92,67,1.62,GN,1729464097
312,thompson,55.7435,-97.8558,3.09,87,100,3.6,CA,1729464098
313,antalaha,-14.9003,50.2788,23.57,79,58,4.06,MG,1729464100
314,bengkulu,-3.8004,102.2655,23.85,88,97,1.77,ID,1729463865
315,bukama,-9.2,25.85,24.69,66,72,1.44,CD,1729464102
316,tumpat,6.1978,102.171,25.99,94,20,1.03,MY,1729464103
317,nogliki,51.8333,143.1667,3.51,53,47,5.26,RU,1729464104
318,tazacorte,28.629,-17.9293,21.19,62,20,3.6,ES,1729464108
319,iskushuban,10.2837,50.23,25.88,75,76,1.93,SO,1729464109
320,pangody,65.85,74.4859,0.26,98,100,4.38,RU,1729464110
321,novyy urengoy,66.0833,76.6333,0.26,96,100,4.5,RU,1729464111
322,dryden,49.7833,-92.7503,17.16,59,0,4.63,CA,1729464114
323,szczecinek,53.7079,16.6994,10.99,62,100,4.16,PL,1729464115
324,wenling,28.3669,121.36,18.92,77,97,2.64,CN,1729464116
325,palikir - national government center,6.9248,158.1611,28.47,89,100,1.54,FM,1729464118
326,afua,-0.1567,-50.3867,27.06,77,63,3.92,BR,1729464119
327,smithers,54.7804,-127.1743,5.18,75,40,5.66,CA,1729464120
328,taos,36.4072,-105.5731,12.34,81,72,3.2,US,1729464121
329,loches,47.1333,1.0,16.51,93,37,3.48,FR,1729464122
330,vorgashor,67.5833,63.95,0.37,98,100,5.57,RU,1729464123
331,wyandanch,40.754,-73.3604,17.5,73,9,0.45,US,1729464125
332,cromer,52.9312,1.2989,14.0,70,89,12.47,GB,1729464126
333,pangai,-19.8,-174.35,27.06,65,40,4.12,TO,1729464127
334,midvagur,62.0511,-7.1939,9.46,93,75,1.03,FO,1729464128
335,calhoun,42.2506,-85.0005,22.03,35,0,1.54,US,1729464129
336,kolpny,52.2282,37.0368,4.23,78,16,3.27,RU,1729464131
337,mandal,25.45,74.5667,24.18,60,18,3.38,IN,1729464133
338,tashla,51.7716,52.7427,9.2,63,100,5.65,RU,1729464134
339,orchard homes,46.8633,-114.0484,24.77,38,75,2.24,US,1729463911
340,purpe,64.4803,76.6897,0.37,99,100,4.38,RU,1729464137
341,nanma,36.1817,118.1583,9.76,74,59,0.89,CN,1729464138
342,south hedland,-20.4089,118.5983,21.96,88,4,3.6,AU,1729464139
343,ivins,37.1686,-113.6794,23.31,30,29,0.89,US,1729463892
344,mamuju,-2.6748,118.8885,26.61,80,100,0.79,ID,1729464141
345,shimokizukuri,40.8061,140.3861,9.18,82,1,2.72,JP,1729463954
346,galle,6.0367,80.217,26.39,84,99,2.46,LK,1729464054
347,mahdia,35.5047,11.0622,21.28,64,100,2.41,TN,1729464146
348,pariaman,-0.619,100.12,23.03,81,87,1.26,ID,1729464147
349,morehead city,34.7229,-76.726,20.03,80,10,3.58,US,1729463856
350,klamath falls,42.2249,-121.7817,21.65,42,0,2.24,US,1729464150
351,kvissleby,62.2936,17.375,9.91,95,99,4.57,SE,1729464151
352,al bardiyah,31.7561,25.0865,21.32,69,0,4.56,LY,1729464152
353,kolokani,13.5728,-8.0339,28.23,34,96,1.08,ML,1729464153
354,yuzhno-kurilsk,44.0306,145.8556,10.38,62,3,4.07,RU,1729464154
355,palu,-0.8917,119.8707,25.39,92,100,0.97,ID,1729464155
356,neiafu,-18.65,-173.9833,27.38,69,20,4.63,TO,1729464157
357,arraial do cabo,-22.9661,-42.0278,22.08,93,100,6.37,BR,1729464158
358,orebro,59.2741,15.2066,13.29,88,100,6.17,SE,1729464159
359,thomaston,32.8882,-84.3266,18.63,52,0,2.08,US,1729463911
360,vadso,70.0744,29.7487,9.09,93,100,7.72,NO,1729464161
361,plastun,44.7561,136.2939,3.77,36,96,1.24,RU,1729464163
362,olinda,-8.0089,-34.8553,26.85,69,40,3.6,BR,1729464164
363,wau,7.7029,27.9953,23.23,93,100,0.5,SS,1729464165
364,kameshkovo,56.3481,41.0047,4.47,87,13,2.03,RU,1729464166
365,mamfe,5.754,9.3123,23.43,99,100,0.45,CM,1729464167
366,san jose de jachal,-30.2406,-68.7469,31.15,10,0,2.13,AR,1729464169
367,champerico,14.3,-91.9167,27.6,82,98,3.78,GT,1729464170
368,darhan,49.4867,105.9228,-9.11,86,52,2.42,MN,1729464171
369,bilhaur,26.85,80.0833,24.55,53,1,1.48,IN,1729464172
370,santa terezinha,-29.9002,-50.0904,20.05,87,3,10.07,BR,1729464173
371,nadym,65.5333,72.5167,0.55,98,100,6.71,RU,1729464175
372,kroya,-7.6331,109.2461,24.74,88,45,0.94,ID,1729464176
373,praia,14.9215,-23.5087,26.3,78,40,2.57,CV,1729464177
374,velingrad,42.0272,23.9957,5.06,72,0,1.65,BG,1729464178
375,apiai,-24.5094,-48.8425,15.61,94,100,0.89,BR,1729464179
376,lautoka,-17.6167,177.4667,26.92,65,40,4.63,FJ,1729464180
377,bakanas,44.8081,76.2772,7.74,47,65,2.29,KZ,1729464182
378,datong,40.0936,113.2914,1.67,84,0,0.9,CN,1729464183
379,choibalsan,48.0667,114.5,-1.99,95,85,8.06,MN,1729464184
380,orapa,-21.2833,25.3667,26.32,35,93,6.71,BW,1729464185
381,ataq,14.5377,46.8319,23.54,71,81,3.08,YE,1729464186
382,andzhiyevskiy,44.23,43.08,5.04,93,100,4.0,RU,1729464188
383,mastic beach,40.7668,-72.8521,17.14,78,0,3.09,US,1729464189
384,peruibe,-24.32,-46.9983,20.39,95,100,3.99,BR,1729464190
385,carolina beach,34.0352,-77.8936,21.71,79,76,2.94,US,1729464191
386,nicoya,10.1483,-85.452,25.1,92,100,1.31,CR,1729464192
387,balatonboglar,46.7752,17.6441,9.41,63,55,2.83,HU,1729464193
388,vila franca do campo,37.7167,-25.4333,18.27,99,100,3.89,PT,1729464195
389,kasongo-lunda,-6.4667,16.8167,21.96,99,96,1.0,CD,1729464196
390,derbent,42.0678,48.2899,12.4,74,100,1.53,RU,1729464075
391,ambodifotatra,-16.9833,49.85,24.33,80,2,5.58,MG,1729464198
392,badger,64.8,-147.5333,-2.86,91,100,2.57,US,1729464199
393,sos'va,59.1766,61.8558,1.67,91,48,2.09,RU,1729464201
394,tobelo,1.7284,128.0095,28.13,75,100,3.04,ID,1729464202
395,alice springs,-23.7,133.8833,22.75,21,0,0.0,AU,1729464203
396,kone,-21.0595,164.8658,29.18,46,15,0.41,NC,1729464204
397,bonthe,7.5264,-12.505,25.68,85,79,1.35,SL,1729464205
398,mitu,1.1983,-70.1733,27.71,71,89,0.76,CO,1729464206
399,boguchany,58.3814,97.4531,0.48,96,100,4.51,RU,1729464208
400,zhezqazghan,47.7833,67.7667,7.21,50,99,3.49,KZ,1729464209
401,binzhou,37.3667,118.0167,9.29,76,21,1.56,CN,1729464210
402,kangding,30.0513,101.9603,8.0,80,21,3.26,CN,1729463952
403,tommot,58.9564,126.2925,-7.71,93,95,1.46,RU,1729464212
404,santa eularia des riu,38.9846,1.5341,18.34,73,0,1.03,ES,1729464213
405,chonchi,-42.6128,-73.8092,12.29,98,100,1.67,CL,1729464215
406,namibe,-15.1961,12.1522,19.34,75,26,2.12,AO,1729464216
407,tindouf,27.6711,-8.1474,26.25,22,0,3.09,DZ,1729464217
408,crane,31.3974,-102.3501,23.68,58,78,10.1,US,1729464218
409,nahiyat ash shinafiyah,31.5874,44.6602,18.8,22,0,4.73,IQ,1729464219
410,amalapuram,16.5833,82.0167,23.88,96,66,1.26,IN,1729464221
411,yenangyaung,20.4667,94.8833,25.19,86,99,2.09,MM,1729464222
412,karatuzskoye,53.6072,92.8667,-0.01,80,100,2.27,RU,1729464223
413,santa ana de yacuma,-13.75,-65.4333,30.97,55,100,2.06,BO,1729464224
414,el granada,37.5027,-122.4694,26.18,33,0,2.57,US,1729464225
415,shumerlya,55.5005,46.4129,7.23,83,100,2.04,RU,1729464227
416,coolidge,32.9778,-111.5176,26.26,19,0,2.57,US,1729464228
417,weno,7.4515,151.8468,27.97,83,100,5.14,FM,1729464229
418,lundazi,-12.2929,33.1782,22.97,45,7,4.08,ZM,1729464230
419,xiaoweizhai,26.1903,107.5125,18.0,99,100,0.74,CN,1729464231
420,karasburg,-28.0167,18.75,12.62,51,3,4.99,NA,1729464232
421,manta,-0.95,-80.7333,25.88,73,75,4.63,EC,1729464234
422,mount pearl,47.5166,-52.7813,12.3,86,20,6.17,CA,1729464235
423,mana,5.6592,-53.7767,27.98,82,70,3.97,GF,1729464236
424,ocean city,39.2776,-74.5746,18.33,66,2,2.68,US,1729464237
425,ilulissat,69.2167,-51.1,-2.99,68,75,6.69,GL,1729464239
426,praia da vitoria,38.7333,-27.0667,17.14,77,20,3.65,PT,1729464240
427,sodankyla,67.4167,26.6,7.93,97,100,4.37,FI,1729464241
428,yemetsk,63.4721,41.7941,6.15,84,95,2.57,RU,1729464242
429,qamdo,31.1667,97.2333,-0.81,68,91,1.26,CN,1729464243
430,ostersund,63.1792,14.6357,10.34,85,100,6.69,SE,1729464244
431,dakoro,14.5106,6.765,31.48,28,5,2.4,NE,1729464246
432,fisterra,42.9049,-9.2629,17.83,92,96,10.18,ES,1729464247
433,peniche,39.3558,-9.3811,16.92,94,23,1.18,PT,1729464248
434,prainha,-1.8,-53.48,31.1,39,20,1.57,BR,1729464249
435,dashiqiao,40.6373,122.5025,9.95,89,92,3.45,CN,1729464250
436,hsinchu,24.8036,120.9686,24.94,83,9,1.34,TW,1729464251
437,sao tome,0.3365,6.7273,25.99,82,97,4.61,ST,1729464253
438,hovd,48.0056,91.6419,-1.26,54,7,1.05,MN,1729464254
439,newport,51.5877,-2.9984,14.69,80,62,12.33,GB,1729464255
440,taman',45.2117,36.7161,11.01,75,100,8.73,RU,1729464256
441,noshiro,40.2039,140.0242,9.06,64,0,3.29,JP,1729464257
442,labytnangi,66.6572,66.4183,0.45,92,78,3.99,RU,1729464259
443,vuktyl,63.8567,57.3094,1.12,79,82,3.37,RU,1729464260
444,al qutayfah,33.7385,36.6007,13.59,30,30,1.79,SY,1729464261
445,colonia,50.9333,6.95,17.76,82,75,3.6,DE,1729464262
446,masina,-4.3836,15.3914,24.23,82,76,1.43,CD,1729464263
447,mamboma,8.0833,-11.6833,22.58,99,55,0.69,SL,1729464265
448,nizhnesortymskiy,62.4397,71.7603,0.78,97,100,6.33,RU,1729464266
449,genhe,50.7833,121.5167,-2.34,96,100,1.28,CN,1729464267
450,afaahiti,-17.75,-149.2833,24.18,86,98,8.3,PF,1729464268
451,maintirano,-18.0667,44.0167,24.61,74,2,4.6,MG,1729464269
452,fort st. john,56.2499,-120.8529,-4.06,80,100,8.23,CA,1729464271
453,buulobarde,3.8538,45.5674,25.23,80,86,6.33,SO,1729464272
454,lyubim,58.3625,40.6843,5.22,94,12,1.18,RU,1729464273
455,tuban,-6.8976,112.0649,26.12,74,86,2.36,ID,1729464274
456,namtsy,62.7161,129.6658,-20.63,98,29,1.97,RU,1729464275
457,touros,-5.1989,-35.4608,25.24,73,28,5.22,BR,1729464276
458,ghanzi,-21.5667,21.7833,23.82,37,20,3.18,BW,1729464278
459,gokarna,14.55,74.3167,25.29,92,100,1.29,IN,1729464279
460,poronaysk,49.2167,143.1167,5.31,55,81,6.41,RU,1729464280
461,nuuk,64.1835,-51.7216,0.34,86,40,7.2,GL,1729464281
462,port arthur,38.8,121.2667,11.12,71,100,2.85,CN,1729464021
463,zhanga buqtyrma,49.6295,83.5248,0.62,70,37,1.5,KZ,1729464284
464,maloye ganyushkino,46.6,49.2667,7.7,66,42,4.62,KZ,1729464285
465,madalena,41.2162,-8.3345,18.32,89,25,0.94,PT,1729464286
466,vardenik,40.1393,45.4334,2.99,49,35,0.34,AM,1729464290
467,koh kong,11.6175,102.9806,25.37,87,95,1.42,KH,1729464292
468,biltine,14.5333,20.9167,30.0,19,67,4.47,TD,1729464293
469,la rinconada,37.4873,-5.9826,20.74,80,67,1.9,ES,1729464294
470,antsiranana,-12.2787,49.2917,23.99,83,49,7.57,MG,1729464296
471,inarajan village,13.2736,144.7484,24.66,94,100,7.85,GU,1729464297
472,turkmenbasy,40.0222,52.9552,9.43,81,0,2.06,TM,1729464298
473,elizabeth city,36.2946,-76.2511,16.67,71,62,2.86,US,1729464300
474,dhidhdhoo,6.8833,73.1,27.94,79,52,4.94,MV,1729464302
475,pacific grove,36.6177,-121.9166,23.82,83,37,1.79,US,1729464303
476,dolinsk,47.35,142.8,9.11,63,4,6.19,RU,1729464304
477,port alberni,49.2413,-124.8028,11.07,92,100,0.45,CA,1729464147
478,zahedan,29.4963,60.8629,16.95,25,0,2.06,IR,1729464307
479,karratha,-20.7377,116.8463,24.55,48,1,6.6,AU,1729464308
480,vreed-en-hoop,6.8093,-58.198,29.01,79,20,3.09,GY,1729464309
481,janauba,-15.8025,-43.3089,24.5,78,100,1.73,BR,1729464191
482,nema,57.5067,50.5011,4.14,95,97,2.26,RU,1729464311
483,keetmanshoop,-26.5833,18.1333,14.51,51,0,7.2,NA,1729464312
484,bridlington,54.0831,-0.1919,13.96,66,52,7.15,GB,1729464314
485,kailua-kona,19.6406,-155.9956,29.04,74,40,4.12,US,1729464315
486,tete,-16.1564,33.5867,25.18,48,0,4.25,MZ,1729464316
487,puerto maldonado,-12.6,-69.1833,29.22,70,0,2.06,PE,1729464317
488,tumut,-35.3,148.2167,20.27,37,51,1.58,AU,1729464318
489,tangalle,6.024,80.7911,25.53,90,99,3.05,LK,1729464319
490,filipstad,59.7124,14.1683,12.23,92,100,6.43,SE,1729464321
491,korba,22.35,82.6833,23.45,64,100,1.66,IN,1729464322
492,i-n-salah,27.1935,2.4607,21.44,32,97,5.9,DZ,1729464323
493,bani walid,31.7566,13.9942,20.12,70,69,4.27,LY,1729464324
494,whangarei,-35.7317,174.3239,18.16,52,16,2.83,NZ,1729464325
495,lianzhou,24.7811,112.3825,18.69,92,69,1.29,CN,1729464327
496,uttar char fasson,22.2332,90.7132,24.41,78,80,4.19,BD,1729464328
497,uchiza,-8.4592,-76.4633,27.28,66,93,1.34,PE,1729464329
498,sokoni,-6.4333,39.55,25.53,85,14,4.65,TZ,1729464330
499,nikolayevsk-on-amure,53.1406,140.73,-0.32,53,99,1.58,RU,1729464331
500,frontera,26.9333,-101.45,27.4,59,97,1.79,MX,1729464333
501,florencia,43.7667,11.25,20.13,70,20,1.54,IT,1729464334
502,cape canaveral,28.4058,-80.6048,26.71,77,75,7.72,US,1729464082
503,nantucket,41.2835,-70.0995,15.06,88,0,5.66,US,1729464336
504,wajir,1.7471,40.0573,27.3,63,89,7.59,KE,1729463948
505,necochea,-38.5473,-58.7368,24.13,32,6,5.18,AR,1729464109
506,tahe,52.3333,124.7333,-3.43,91,99,1.62,CN,1729464341
507,kogalym,62.2654,74.4791,0.71,98,100,5.47,RU,1729464342
508,horta,38.5333,-28.6333,15.57,83,37,4.47,PT,1729464343
509,yanam,16.7333,82.2167,24.27,93,65,0.92,IN,1729464344
510,stephenville,32.2207,-98.2023,27.36,33,0,3.09,US,1729464345
511,boyolangu,-8.1181,111.8935,24.1,88,99,0.61,ID,1729464346
512,east ballina,-28.8667,153.5833,20.87,57,0,6.23,AU,1729464348
513,corinto,37.9407,22.9573,17.72,67,36,2.09,GR,1729464349
514,amahai,-3.3333,128.9167,26.9,80,95,0.86,ID,1729464350
515,christchurch,-43.5333,172.6333,20.53,49,74,4.12,NZ,1729464263
516,labuan,5.2767,115.2417,24.2,100,20,0.0,MY,1729464352
517,tralee,52.2704,-9.7026,10.36,91,100,7.87,IE,1729464354
518,el porvenir,13.7617,-87.3458,25.47,92,54,0.82,HN,1729464355
519,chernomorskoye,45.5039,32.6997,11.18,63,7,5.79,UA,1729464356
520,aoulef,26.9667,1.0833,21.51,32,57,4.65,DZ,1729464357
521,rockport,28.0206,-97.0544,28.02,75,0,6.17,US,1729464358
522,porto franco,-6.3383,-47.3992,27.58,69,91,2.09,BR,1729464360
523,medicine hat,50.0501,-110.6683,22.69,38,75,7.2,CA,1729464300
524,kendari,-3.945,122.4989,26.08,81,94,1.15,ID,1729464363
525,salekhard,66.53,66.6019,0.42,91,84,3.95,RU,1729464364
526,dem'yanovo,60.3511,47.0842,4.69,97,85,1.58,RU,1729464366
527,ketchikan,55.3422,-131.6461,8.52,53,0,4.63,US,1729464367
528,marneuli,41.4759,44.8089,9.41,71,91,1.45,GE,1729464368
529,dakhla,23.6848,-15.958,20.67,89,96,8.56,EH,1729464369
530,arkhangel'sk,64.5401,40.5433,6.06,100,75,2.0,RU,1729464370
531,chitipa,-9.7024,33.2697,20.1,65,53,2.38,MW,1729464372
532,puerto santa,-8.9906,-78.6456,18.24,84,100,3.65,PE,1729464373
533,port douglas,-16.4833,145.4667,27.04,58,81,1.59,AU,1729464374
534,sitia,35.2,26.0986,19.05,67,3,7.54,GR,1729464375
535,rumoi,43.9344,141.6428,6.93,73,39,3.38,JP,1729464181
536,trincomalee,8.5711,81.2335,26.43,83,78,2.88,LK,1729464377
537,juneau,58.3019,-134.4197,3.0,60,20,3.09,US,1729464379
538,luena,-11.7833,19.9167,19.86,65,13,2.1,AO,1729464380
539,yendi,9.4427,-0.0099,25.6,80,99,2.09,GH,1729464381
540,cockburn town,21.4612,-71.1419,28.9,78,100,7.83,TC,1729464122
541,filey,54.21,-0.2892,13.77,71,39,4.47,GB,1729464383
542,maxixe,-23.8597,35.3472,21.1,86,39,3.74,MZ,1729464385
543,keflavik,64.0049,-22.5624,3.24,93,20,2.57,IS,1729464386
544,asau,46.4333,26.4,3.32,78,0,1.68,RO,1729464391
545,lata,40.1629,-8.3327,13.48,94,16,0.6,PT,1729464392
546,zapadnaya dvina,56.259,32.0745,4.09,77,7,1.6,RU,1729464393
547,sao joao da barra,-21.6403,-41.0511,23.05,94,100,7.76,BR,1729464394
548,vila velha,-20.3297,-40.2925,22.97,97,100,2.57,BR,1729464175
549,gunnison,38.7,-107.0673,4.88,65,96,4.09,US,1729464397
550,nova sintra,14.8667,-24.7167,26.82,84,68,7.12,CV,1729464398
551,hun,29.1268,15.9477,23.28,60,68,4.15,LY,1729464399
552,kuraymah,18.55,31.85,26.89,20,1,5.76,SD,1729464400
553,tyukhtet,56.5389,89.3011,2.68,76,100,6.21,RU,1729464402
554,lahad datu,5.0268,118.327,25.17,89,100,1.11,MY,1729464403
555,cuatro cienegas de carranza,26.9833,-102.0833,24.91,55,46,4.78,MX,1729464404
556,escanaba,45.7453,-87.0646,19.58,63,0,5.14,US,1729464203
557,vangaindrano,-23.35,47.6,22.13,93,17,2.24,MG,1729464406
558,bikenibeu village,1.3673,173.1241,30.98,70,40,7.72,KI,1729464408
559,aripuana,-9.1667,-60.6333,22.79,99,100,3.31,BR,1729464409
560,aswan,24.0934,32.907,25.84,27,1,5.34,EG,1729464410
561,alo,6.5486,4.2686,25.21,90,97,2.82,NG,1729464411
562,roma,43.2128,-75.4557,15.37,72,1,0.89,US,1729464412
563,ciudad lazaro cardenas,17.9583,-102.2,28.76,81,75,4.22,MX,1729464413
564,kitimat,54.0524,-128.6534,9.95,71,97,1.7,CA,1729464415
565,la ronge,55.1001,-105.2842,8.14,76,75,3.09,CA,1729464416
566,charlestown,-32.95,151.6667,18.18,76,100,3.58,AU,1729464417
567,bentiu,9.2333,29.8333,22.57,93,100,2.03,SS,1729464418
568,padangsidempuan,1.3667,99.2667,20.6,86,87,0.9,ID,1729464420
569,embi,48.8264,58.1442,8.26,72,100,3.32,KZ,1729464421
570,twon-brass,4.3151,6.2418,26.18,84,95,4.37,NG,1729464422
571,port sudan,19.6175,37.2164,28.12,71,29,3.79,SD,1729464423
572,bandarbeyla,9.4942,50.8122,25.72,88,98,4.36,SO,1729464424
